ID	MEANING	COGIDS	DOCULECT	SOURCE_ORIGINAL	SOURCE_ORTHOGRAPHIC	TOKENS_SOURCE	TOKENS	TONES	PMX	PMXTonePattern	TONE_GROUP	COMMENT	SOURCE
13887	COOKING POT	138	SanJeronimoProgresoMixtec	kixī	kixī	k i ¹ h i ³	k i ¹ h i ³	¹.³	kɨᴸsɨᴴ	LH	D1	NA	shields1988syntactic
7386	CROSS-SEX SIBLING	159	SanJeronimoProgresoMixtec	kyahvā	kyahvā	kʲ a ¹ ʔ β a ³	kʲ a ¹ ʔ β a ³	¹.³	kuᴸʔwaᴴ	LH	D1	NA	shields1988syntactic
8665	EAR	194	SanJeronimoProgresoMixtec	xohō	xohō	h o ¹ ʔ o ³	h o ¹ ʔ o ³	¹.³	soᴸʔoᴴ	LH	D1	NA	shields1988syntactic
18719	GOOD	286	SanJeronimoProgresoMixtec	vahā	vahā	β a ¹ ʔ a ³	β a ¹ ʔ a ³	¹.³	waᴸʔaᴴ	LH	D1	NA	shields1988syntactic
7874	MAN	414	SanJeronimoProgresoMixtec	taā	taā	t a ¹ a ³	t a ¹ a ³	¹.³	teᴸjeᴴ	LH	D1	NA	shields1988syntactic
15046	RIVER	607	SanJeronimoProgresoMixtec	yutā	yutā	ʒ u ¹ t a ³	ʒ u ¹ t a ³	¹.³	juᴸteᴴ	LH	D1	NA	shields1988syntactic
5526	WORD	863	SanJeronimoProgresoMixtec	tuhūn	tuhūn	t u ¹ ʔ ũ ³	t u ¹ ʔ ũ ³	¹.³	tuᴸʔũᴴ	LH	D1	NA	shields1988syntactic
14597	CHILD (DESCENDANT)	103	SanJeronimoXayacatlanMixtec	đèʔē	đèʔē	ð e ¹ ʔ e ³	ð e ¹ ʔ e ³	¹.³	saᴸʔjeᴴ	LH	D1	NA	durr1987preliminary
11964	COLD	129	SanJeronimoXayacatlanMixtec	ƀìšī̧	ƀìšī̧	β i ¹ ʃ ĩ ³	β i ¹ ʃ ĩ ³	¹.³	wiᴸtʃĩᴴ	LH	D1	NA	durr1987preliminary
4912	CROSS-SEX SIBLING	159	SanJeronimoXayacatlanMixtec	kùʔā	kùʔā	k u ¹ ʔ a ³	k u ¹ ʔ a ³	¹.³	kuᴸʔwaᴴ	LH	D1	NA	durr1987preliminary
18412	GOOD	286	SanJeronimoXayacatlanMixtec	ƀàʔā	ƀàʔā	β a ¹ ʔ a ³	β a ¹ ʔ a ³	¹.³	waᴸʔaᴴ	LH	D1	NA	durr1987preliminary
14925	MAN	414	SanJeronimoXayacatlanMixtec	tʸàā	tʸàā	tʲ a ¹ a ³	tʲ a ¹ a ³	¹.³	teᴸjeᴴ	LH	D1	NA	durr1987preliminary
1602	CHILD (DESCENDANT)	103	SanJuanCoatzospamMixtec	íʔšá	íʔšá	i ⁵ ʔ ʃ a ⁵	i ⁵ ʔ ʃ a ⁵	⁵.⁵	saᴸʔjeᴴ	LH	D1	NA	durr1987preliminary
1638	COOKING POT	138	SanJuanCoatzospamMixtec	kɨ̀đɨ́	kɨ̀đɨ́	k ɨ ¹ ð ɨ ⁵	k ɨ ¹ ð ɨ ⁵	¹.⁵	kɨᴸsɨᴴ	LH	D1	NA	durr1987preliminary
16607	GOOD	286	SanJuanCoatzospamMixtec	vāhá	vāhá	β a ¹ ʔ a ⁵	β a ¹ ʔ a ⁵	¹.⁵	waᴸʔaᴴ	LH	D1	NA	small1990syntactic
1607	TOOTH	785	SanJuanCoatzospamMixtec	nù̧ʔú̧	nù̧ʔú̧	n ũ ¹ ʔ ũ ⁵	n ũ ¹ ʔ ũ ⁵	¹.⁵	noᴸʔoᴴ	LH	D1	NA	durr1987preliminary
14165	WORD	863	SanJuanCoatzospamMixtec	tù̧ʔú̧	tù̧ʔú̧	t ũ ¹ ʔ ũ ⁵	t ũ ¹ ʔ ũ ⁵	¹.⁵	tuᴸʔũᴴ	LH	D1	NA	durr1987preliminary
4301	WORD	863	SanJuanCoatzospamMixtec	túhūn	túhūn	t u ⁵ ʔ ũ ¹	t u ⁵ ʔ ũ ¹	⁵.¹	tuᴸʔũᴴ	LH	D1	NA	small1990syntactic
16310	BED	26	SanJuanColoradoMixtec	tsito	tsito	ts i ³ t o ³	ts i ³ t o ³	³.³	tʃiᴸtoᴴ	LH	D1	NA	stark1986diccionario
1681	BELLY OR STOMACH	36	SanJuanColoradoMixtec	tsitsi yo	tsitsi	ts i ³ ts i ³	ts i ³ ts i ³	³.³	tiᴸtʃĩᴴ	LH	D1	irregular, possibly sibilant harmony, expected tʲitsi	stark1986diccionario
1776	BLAME	61	SanJuanColoradoMixtec	cuatyí	cuatyí	kʷ a ³ tʲ i ⁵	kʷ a ³ t i ⁵	³.⁵	kʷeᴸtiᴴ	LH	D1	NA	stark1986diccionario
4901	CHILD (DESCENDANT)	103	SanJuanColoradoMixtec	sehe	sehe	s e ³ ʔ e ³	s e ³ ʔ e ³	³.³	saᴸʔjeᴴ	LH	D1	NA	stark1986diccionario
1756	COLD	129	SanJuanColoradoMixtec	vitsin	vitsin	β i ³ ts ĩ ³	β i ³ ts ĩ ³	³.³	wiᴸtʃĩᴴ	LH	D1	NA	stark1986diccionario
1721	COOKING POT	138	SanJuanColoradoMixtec	quɨsɨ	quɨsɨ	k ɨ ³ s ɨ ³	k ɨ ³ s ɨ ³	³.³	kɨᴸsɨᴴ	LH	D1	NA	stark1986diccionario
1671	CROSS-SEX SIBLING	159	SanJuanColoradoMixtec	cuhva	cuhva	k u ³ ʔ β a ³	k u ³ ʔ β a ³	³.³	kuᴸʔwaᴴ	LH	D1	NA	stark1986diccionario
4980	EAR	194	SanJuanColoradoMixtec	sohó yo	sohó yo	s o ³ ʔ o ⁵	s o ³ ʔ o ⁵	³.⁵	soᴸʔoᴴ	LH	D1	NA	stark1986diccionario
1760	GOOD	286	SanJuanColoradoMixtec	vaha	vaha	β a ³ ʔ a ³	β a ³ ʔ a ³	³.³	waᴸʔaᴴ	LH	D1	NA	stark1986diccionario
8391	HEAVY	326	SanJuanColoradoMixtec	vee	vee	β e ³ e ³	β e ³ e ³	³.³	weᴸjiᴴ	LH	D1	NA	stark1986diccionario
15715	PIMPLE	529	SanJuanColoradoMixtec	ndɨhyɨ	ndɨhyɨ	ⁿd ɨ ³ ʔ j ɨ ³	ⁿd ɨ ³ ʔ j ɨ ³	³.³	ⁿdɨᴸʔjɨᴴ	LH	D1	NA	stark1986diccionario
1738	RIVER	607	SanJuanColoradoMixtec	yutya	yutya	j u ³ tʲ a ³	j u ³ tʲ a ³	³.³	juᴸteᴴ	LH	D1	NA	stark1986diccionario
1676	TOOTH	785	SanJuanColoradoMixtec	nuhu yo	nuhu yo	n u ³ ʔ u ³	n u ³ ʔ u ³	³.³	noᴸʔoᴴ	LH	D1	NA	stark1986diccionario
1775	WORD	863	SanJuanColoradoMixtec	tuhun	tuhun	t u ³ ʔ ũ ³	t u ³ ʔ ũ ³	³.³	tuᴸʔũᴴ	LH	D1	NA	stark1986diccionario
2247	BELLY OR STOMACH	36	SanJuanMixtepecMixtec	tīȼī	tīȼī	t i ³ ts i ³	t i ³ ts i ³	³.³	tiᴸtʃĩᴴ	LH	D1	pot. irregular, probably should have palatalization	durr1987preliminary
13309	CHILD (DESCENDANT)	103	SanJuanMixtepecMixtec	sèʔē	sèʔē	s e ¹ ʔ e ³	s e ¹ ʔ e ³	¹.³	saᴸʔjeᴴ	LH	D1	NA	durr1987preliminary
19423	COLD	129	SanJuanMixtepecMixtec	ƀìȼī	ƀìȼī	β i ¹ ts i ³	β i ¹ ts i ³	¹.³	wiᴸtʃĩᴴ	LH	D1	NA	durr1987preliminary
17784	COOKING POT	138	SanJuanMixtepecMixtec	kìsī	kìsī	k i ¹ s i ³	k i ¹ s i ³	¹.³	kɨᴸsɨᴴ	LH	D1	NA	durr1987preliminary
19438	GOOD	286	SanJuanMixtepecMixtec	ƀàʔā	ƀàʔā	β a ¹ ʔ a ³	β a ¹ ʔ a ³	¹.³	waᴸʔaᴴ	LH	D1	NA	durr1987preliminary
2238	MAN	414	SanJuanMixtepecMixtec	čàā	čàā	tʃ a ¹ a ³	tʃ a ¹ a ³	¹.³	teᴸjeᴴ	LH	D1	NA	durr1987preliminary
2297	RIVER	607	SanJuanMixtepecMixtec	yùčā	yùčā	j u ¹ tʃ a ³	j u ¹ tʃ a ³	¹.³	juᴸteᴴ	LH	D1	NA	durr1987preliminary
7561	WORD	863	SanJuanMixtepecMixtec	tù̧ʔū̧	tù̧ʔū̧	t ũ ¹ ʔ ũ ³	t ũ ¹ ʔ ũ ³	¹.³	tuᴸʔũᴴ	LH	D1	NA	durr1987preliminary
16283	BED	26	SanMarcoslaFlorMixtec	xìjto	xìjto	ʃ i ¹ h t o ³	ʃ i ¹ h t o ³	¹.³	tʃiᴸtoᴴ	LH	D1	NA	oxnard2020
7564	BLAME	61	SanMarcoslaFlorMixtec	kuàjchi	kuàjchi	kʷ a ¹ h tʃ i ³	kʷ a ¹ h tʃ i ³	¹.³	kʷeᴸtiᴴ	LH	D1	NA	oxnard2020
9879	CHILD (DESCENDANT)	103	SanMarcoslaFlorMixtec	se'é	se'é	s e ³ ʔ e ⁵	s e ³ ʔ e ⁵	³.⁵	saᴸʔjeᴴ	LH	D1	NA	oxnard2020
17339	COLD	129	SanMarcoslaFlorMixtec	vìxin	vìxin	β i ¹ ʃ ĩ ³	β i ¹ ʃ ĩ ³	¹.³	wiᴸtʃĩᴴ	LH	D1	NA	oxnard2020
11355	COOKING POT	138	SanMarcoslaFlorMixtec	kìsi	kìsi	k i ¹ s i ³	k i ¹ s i ³	¹.³	kɨᴸsɨᴴ	LH	D1	NA	oxnard2020
10089	CROSS-SEX SIBLING	159	SanMarcoslaFlorMixtec	kò'vì	kò'vì	k o ¹ ʔ β i ¹	k o ¹ ʔ β i ¹	¹.¹	kuᴸʔwaᴴ	LH	D1	NA	oxnard2020
13166	EAR	194	SanMarcoslaFlorMixtec	sò'o	sò'o	s o ¹ ʔ o ³	s o ¹ ʔ o ³	¹.³	soᴸʔoᴴ	LH	D1	NA	oxnard2020
8647	FURROW	273	SanMarcoslaFlorMixtec	chìchi	chìchi	tʃ i ¹ tʃ i ³	tʃ i ¹ tʃ i ³	¹.³	tiᴸtiᴴ	LH	D1	NA	oxnard2020
18032	GOOD	286	SanMarcoslaFlorMixtec	và'a	và'a	β a ¹ ʔ a ³	β a ¹ ʔ a ³	¹.³	waᴸʔaᴴ	LH	D1	NA	oxnard2020
5390	HEAVY	326	SanMarcoslaFlorMixtec	vèje	vèje	β e ¹ h e ³	β e ¹ h e ³	¹.³	weᴸjiᴴ	LH	D1	NA	oxnard2020
11308	MAN	414	SanMarcoslaFlorMixtec	tsiàja	tsiàja	tsʲ a ¹ h a ³	tsʲ a ¹ h a ³	¹.³	teᴸjeᴴ	LH	D1	NA	oxnard2020
14962	PIMPLE	529	SanMarcoslaFlorMixtec	ntsi'í	ntsi'í	ⁿds i ³ ʔ i ⁵	ⁿds i ³ ʔ i ⁵	³.⁵	ⁿdɨᴸʔjɨᴴ	LH	D1	NA	oxnard2020
13733	RIVER	607	SanMarcoslaFlorMixtec	ìjtsia	ìjtsia	i ¹ h tsʲ a ³	i ¹ h tsʲ a ³	¹.³	juᴸteᴴ	LH	D1	NA	oxnard2020
12817	TOOTH	785	SanMarcoslaFlorMixtec	nù'un	nù'un	n u ¹ ʔ ũ ³	n u ¹ ʔ ũ ³	¹.³	noᴸʔoᴴ	LH	D1	NA	oxnard2020
7463	WORD	863	SanMarcoslaFlorMixtec	tò'on	tò'on	t o ¹ ʔ õ ³	t o ¹ ʔ õ ³	¹.³	tuᴸʔũᴴ	LH	D1	NA	oxnard2020
13523	BED	26	SanMartinDuraznosMixtec	xìto	xìto	ɕ i ¹ t o ³	ɕ i ¹ t o ³	¹.³	tʃiᴸtoᴴ	LH	D1	NA	hernandez2020san-martin
11463	BELLY OR STOMACH	36	SanMartinDuraznosMixtec	txìxin	txìxin	tɕ i ¹ ɕ ĩ ³	tɕ i ¹ ɕ ĩ ³	¹.³	tiᴸtʃĩᴴ	LH	D1	NA	hernandez2020san-martin
19893	BLAME	61	SanMartinDuraznosMixtec	kuàchi	kuàchi	kʷ a ¹ tʃ i ³	kʷ a ¹ tʃ i ³	¹.³	kʷeᴸtiᴴ	LH	D1	NA	hernandez2020san-martin
8653	CHILD (DESCENDANT)	103	SanMartinDuraznosMixtec	se'e	se'e	s e ³ ʔ e ³	s e ³ ʔ e ³	³.³	saᴸʔjeᴴ	LH	D1	NA	hernandez2020san-martin
19721	COLD	129	SanMartinDuraznosMixtec	vìxin	vìxin	β i ¹ ɕ ĩ ³	β i ¹ ɕ ĩ ³	¹.³	wiᴸtʃĩᴴ	LH	D1	NA	hernandez2020san-martin
19446	COOKING POT	138	SanMartinDuraznosMixtec	kìsi	kìsi	k i ¹ s i ³	k i ¹ s i ³	¹.³	kɨᴸsɨᴴ	LH	D1	NA	hernandez2020san-martin
8757	CROSS-SEX SIBLING	159	SanMartinDuraznosMixtec	kò'va	kò'va	k o ¹ ʔ β a ³	k o ¹ ʔ β a ³	¹.³	kuᴸʔwaᴴ	LH	D1	NA	hernandez2020san-martin
10866	EAR	194	SanMartinDuraznosMixtec	sò'o	sò'o	s o ¹ ʔ o ³	s o ¹ ʔ o ³	¹.³	soᴸʔoᴴ	LH	D1	NA	hernandez2020san-martin
19760	GOOD	286	SanMartinDuraznosMixtec	và'a	và'a	β a ¹ ʔ a ³	β a ¹ ʔ a ³	¹.³	waᴸʔaᴴ	LH	D1	NA	hernandez2020san-martin
19819	HEAVY	326	SanMartinDuraznosMixtec	vèe	vèe	β e ¹ e ³	β e ¹ e ³	¹.³	weᴸjiᴴ	LH	D1	NA	hernandez2020san-martin
9343	MAN	414	SanMartinDuraznosMixtec	txàa	txàa	tɕ a ¹ a ³	tɕ a ¹ a ³	¹.³	teᴸjeᴴ	LH	D1	NA	hernandez2020san-martin
12136	PIMPLE	529	SanMartinDuraznosMixtec	ntxì'i	ntxì'i	ⁿdɕ i ¹ ʔ i ³	ⁿdɕ i ¹ ʔ i ³	¹.³	ⁿdɨᴸʔjɨᴴ	LH	D1	NA	hernandez2020san-martin
19559	RIVER	607	SanMartinDuraznosMixtec	yìtxa	yìtxa	ʒ i ¹ tɕ a ³	ʒ i ¹ tɕ a ³	¹.³	juᴸteᴴ	LH	D1	NA	hernandez2020san-martin
10626	TOOTH	785	SanMartinDuraznosMixtec	nù'un	nù'un	n u ¹ ʔ ũ ³	n u ¹ ʔ ũ ³	¹.³	noᴸʔoᴴ	LH	D1	NA	hernandez2020san-martin
19888	WORD	863	SanMartinDuraznosMixtec	tù'un	tù'un	t u ¹ ʔ ũ ³	t u ¹ ʔ ũ ³	¹.³	tuᴸʔũᴴ	LH	D1	NA	hernandez2020san-martin
14528	BELLY OR STOMACH	36	SanMiguelElGrandeMixtec	čìī	čìī	tʃ i ¹ i ³	tʃ i ¹ i ³	¹.³	tiᴸtʃĩᴴ	LH	D1	irregular, expected tʃixĩ	durr1987preliminary
11530	BLAME	61	SanMiguelElGrandeMixtec	kʷači	kʷači	kʷ a ³ tʃ i ³	kʷ a ³ tʃ i ³	³.³	kʷeᴸtiᴴ	LH	D1	NA	josserand1983mixtec
9285	CHILD (DESCENDANT)	103	SanMiguelElGrandeMixtec	sēʔe	sēʔe	s e ¹ ʔ e ³	s e ¹ ʔ e ³	¹.³	saᴸʔjeᴴ	LH	D1	NA	josserand1983mixtec
5586	COOKING POT	138	SanMiguelElGrandeMixtec	kɨ̀sɨ̄	kɨ̀sɨ̄	k ɨ ¹ s ɨ ³	k ɨ ¹ s ɨ ³	¹.³	kɨᴸsɨᴴ	LH	D1	NA	durr1987preliminary
12267	CROSS-SEX SIBLING	159	SanMiguelElGrandeMixtec	kʷàʔā	kʷàʔā	kʷ a ¹ ʔ a ³	kʷ a ¹ ʔ a ³	¹.³	kuᴸʔwaᴴ	LH	D1	NA	durr1987preliminary
10218	EAR	194	SanMiguelElGrandeMixtec	sōʔo	sōʔo	s o ¹ ʔ o ³	s o ¹ ʔ o ³	¹.³	soᴸʔoᴴ	LH	D1	NA	josserand1983mixtec
8133	GOOD	286	SanMiguelElGrandeMixtec	ƀāʔa	ƀāʔa	β a ¹ ʔ a ³	β a ¹ ʔ a ³	¹.³	waᴸʔaᴴ	LH	D1	NA	josserand1983mixtec
9652	HEAVY	326	SanMiguelElGrandeMixtec	vēe	vēe	β e ¹ e ³	β e ¹ e ³	¹.³	weᴸjiᴴ	LH	D1	NA	josserand1983mixtec
9519	MAN	414	SanMiguelElGrandeMixtec	čāa	čāa	tʃ a ¹ a ³	tʃ a ¹ a ³	¹.³	teᴸjeᴴ	LH	D1	NA	josserand1983mixtec
11107	PIMPLE	529	SanMiguelElGrandeMixtec	ⁿdɨʔži	ⁿdɨʔži	ⁿd ɨ ³ ʔ ʒ i ³	ⁿd ɨ ³ ʔ ʒ i ³	³.³	ⁿdɨᴸʔjɨᴴ	LH	D1	NA	josserand1983mixtec
6438	RIVER	607	SanMiguelElGrandeMixtec	žùčā	žùčā	ʒ u ¹ tʃ a ³	ʒ u ¹ tʃ a ³	¹.³	juᴸteᴴ	LH	D1	NA	durr1987preliminary
9977	TOOTH	785	SanMiguelElGrandeMixtec	nū̧ʔu̧	nū̧ʔu̧	n ũ ¹ ʔ ũ ³	n ũ ¹ ʔ ũ ³	¹.³	noᴸʔoᴴ	LH	D1	NA	josserand1983mixtec
11407	WORD	863	SanMiguelElGrandeMixtec	tū̧ʔu̧	tū̧ʔu̧	t ũ ¹ ʔ ũ ³	t ũ ¹ ʔ ũ ³	¹.³	tuᴸʔũᴴ	LH	D1	NA	josserand1983mixtec
15113	BELLY OR STOMACH	36	SanPedroMolinosMixtec	čìī	čìī	tʃ i ¹ i ³	tʃ i ¹ i ³	¹.³	tiᴸtʃĩᴴ	LH	D1	irregular, expected tʃixĩ	durr1987preliminary
11905	CHILD (DESCENDANT)	103	SanPedroMolinosMixtec	sēʔe	sēʔe	s e ¹ ʔ e ³	s e ¹ ʔ e ³	¹.³	saᴸʔjeᴴ	LH	D1	NA	josserand1983mixtec
14769	COLD	129	SanPedroMolinosMixtec	ƀixi̧	ƀixi̧	β i ¹ x ĩ ³	β i ¹ x ĩ ³	¹.³	wiᴸtʃĩᴴ	LH	D1	NA	josserand1983mixtec
9450	COOKING POT	138	SanPedroMolinosMixtec	kisi	kisi	k i ¹ s i ³	k i ¹ s i ³	¹.³	kɨᴸsɨᴴ	LH	D1	NA	josserand1983mixtec
12290	CROSS-SEX SIBLING	159	SanPedroMolinosMixtec	kʷàʔā	kʷàʔā	kʷ a ¹ ʔ a ³	kʷ a ¹ ʔ a ³	¹.³	kuᴸʔwaᴴ	LH	D1	NA	durr1987preliminary
15743	GOOD	286	SanPedroMolinosMixtec	ƀaʔa	ƀaʔa	β a ¹ ʔ a ³	β a ¹ ʔ a ³	¹.³	waᴸʔaᴴ	LH	D1	NA	josserand1983mixtec
13071	MAN	414	SanPedroMolinosMixtec	tèē	tèē	t e ¹ e ³	t e ¹ e ³	¹.³	teᴸjeᴴ	LH	D1	NA	durr1987preliminary
11057	RIVER	607	SanPedroMolinosMixtec	žute	žute	ʒ u ¹ t e ³	ʒ u ¹ t e ³	¹.³	juᴸteᴴ	LH	D1	NA	josserand1983mixtec
13953	TOOTH	785	SanPedroMolinosMixtec	nù̧ʔū̧	nù̧ʔū̧	n ũ ¹ ʔ ũ ³	n ũ ¹ ʔ ũ ³	¹.³	noᴸʔoᴴ	LH	D1	NA	durr1987preliminary
12083	BED	26	SanSebastianMonteMixtec	sìto	sìto	s i ¹ t o ³	s i ¹ t o ³	¹.³	tʃiᴸtoᴴ	LH	D1	NA	oxnard2020
4293	BELLY OR STOMACH	36	SanSebastianMonteMixtec	tìsi	tìsi	t i ¹ s i ³	t i ¹ s i ³	¹.³	tiᴸtʃĩᴴ	LH	D1	NA	oxnard2020
19830	BLAME	61	SanSebastianMonteMixtec	kuàchi	kuàchi	kʷ a ¹ tʃ i ³	kʷ a ¹ tʃ i ³	¹.³	kʷeᴸtiᴴ	LH	D1	NA	oxnard2020
4273	CHILD (DESCENDANT)	103	SanSebastianMonteMixtec	jàya	jàya	h a ¹ j a ³	h a ¹ j a ³	¹.³	saᴸʔjeᴴ	LH	D1	NA	oxnard2020
19727	COLD	129	SanSebastianMonteMixtec	vìsi	vìsi	β i ¹ s i ³	β i ¹ s i ³	¹.³	wiᴸtʃĩᴴ	LH	D1	NA	oxnard2020
8183	COOKING POT	138	SanSebastianMonteMixtec	kìji	kìji	k i ¹ h i ³	k i ¹ h i ³	¹.³	kɨᴸsɨᴴ	LH	D1	NA	oxnard2020
4274	CROSS-SEX SIBLING	159	SanSebastianMonteMixtec	kìva	kìva	k i ¹ β a ³	k i ¹ β a ³	¹.³	kuᴸʔwaᴴ	LH	D1	NA	oxnard2020
4287	EAR	194	SanSebastianMonteMixtec	jò'o	jò'o	h o ¹ ʔ o ³	h o ¹ ʔ o ³	¹.³	soᴸʔoᴴ	LH	D1	NA	oxnard2020
6833	FURROW	273	SanSebastianMonteMixtec	chìchi	chìchi	tʃ i ¹ tʃ i ³	tʃ i ¹ tʃ i ³	¹.³	tiᴸtiᴴ	LH	D1	NA	oxnard2020
10738	GOOD	286	SanSebastianMonteMixtec	và'a	và'a	β a ¹ ʔ a ³	β a ¹ ʔ a ³	¹.³	waᴸʔaᴴ	LH	D1	NA	oxnard2020
19785	HEAVY	326	SanSebastianMonteMixtec	vè'e	vè'e	β e ¹ ʔ e ³	β e ¹ ʔ e ³	¹.³	weᴸjiᴴ	LH	D1	NA	oxnard2020
4278	MAN	414	SanSebastianMonteMixtec	tyàa	tyàa	tʲ a ¹ a ³	tʲ a ¹ a ³	¹.³	teᴸjeᴴ	LH	D1	NA	oxnard2020
4297	PIMPLE	529	SanSebastianMonteMixtec	ndì'i	ndì'i	ⁿd i ¹ ʔ i ³	ⁿd i ¹ ʔ i ³	¹.³	ⁿdɨᴸʔjɨᴴ	LH	D1	NA	oxnard2020
19599	RIVER	607	SanSebastianMonteMixtec	yùtya	yùtya	j u ¹ tʲ a ³	j u ¹ tʲ a ³	¹.³	juᴸteᴴ	LH	D1	NA	oxnard2020
4285	TOOTH	785	SanSebastianMonteMixtec	nò'on	nò'on	n o ¹ ʔ õ ³	n o ¹ ʔ õ ³	¹.³	noᴸʔoᴴ	LH	D1	NA	oxnard2020
19825	WORD	863	SanSebastianMonteMixtec	tò'on	tò'on	t o ¹ ʔ õ ³	t o ¹ ʔ õ ³	¹.³	tuᴸʔũᴴ	LH	D1	NA	oxnard2020
13640	BLAME	61	SanSebastianTecomaxtlahuacaMixtec	kʷàčí	kʷàčí	kʷ a ¹ tʃ i ⁵	kʷ a ¹ tʃ i ⁵	¹.⁵	kʷeᴸtiᴴ	LH	D1	NA	josserand1983mixtec
7493	COOKING POT	138	SanSebastianTecomaxtlahuacaMixtec	kìsí	kìsí	k i ¹ s i ⁵	k i ¹ s i ⁵	¹.⁵	kɨᴸsɨᴴ	LH	D1	NA	josserand1983mixtec
20137	MAN	414	SanSebastianTecomaxtlahuacaMixtec	čàá	čàá	tʃ a ¹ a ⁵	tʃ a ¹ a ⁵	¹.⁵	teᴸjeᴴ	LH	D1	NA	josserand1983mixtec
17141	PIMPLE	529	SanSebastianTecomaxtlahuacaMixtec	ⁿǰīʔí	ⁿǰīʔí	ⁿdʃ i ³ ʔ i ⁵	ⁿdʃ i ³ ʔ i ⁵	³.⁵	ⁿdɨᴸʔjɨᴴ	LH	D1	NA	josserand1983mixtec
8575	RIVER	607	SanSebastianTecomaxtlahuacaMixtec	žɨ̄tʸá	žɨ̄tʸá	ʒ ɨ ³ tʲ a ⁵	ʒ i ³ tʃ a ⁵	³.⁵	juᴸteᴴ	LH	D1	NA	josserand1983mixtec
16093	BELLY OR STOMACH	36	SantaMariaJicaltepecMixtec	tíčí	tíčí	t i ⁵ tʃ i ⁵	t i ⁵ tʃ i ⁵	⁵.⁵	tiᴸtʃĩᴴ	LH	D1	NA	durr1987preliminary
8174	COOKING POT	138	SantaMariaJicaltepecMixtec	kísí	kísí	k i ⁵ s i ⁵	k i ⁵ s i ⁵	⁵.⁵	kɨᴸsɨᴴ	LH	D1	NA	durr1987preliminary
15361	EAR	194	SantaMariaJicaltepecMixtec	sóʔó	sóʔó	s o ⁵ ʔ o ⁵	s o ⁵ ʔ o ⁵	⁵.⁵	soᴸʔoᴴ	LH	D1	NA	durr1987preliminary
13435	GOOD	286	SantaMariaJicaltepecMixtec	ƀáʔá	ƀáʔá	β a ⁵ ʔ a ⁵	β a ⁵ ʔ a ⁵	⁵.⁵	waᴸʔaᴴ	LH	D1	NA	durr1987preliminary
4676	RIVER	607	SantaMariaJicaltepecMixtec	yútá	yútá	j u ⁵ t a ⁵	j u ⁵ t a ⁵	⁵.⁵	juᴸteᴴ	LH	D1	NA	durr1987preliminary
4955	WORD	863	SantaMariaJicaltepecMixtec	tú̧ʔú̧	tú̧ʔú̧	t ũ ⁵ ʔ ũ ⁵	t ũ ⁵ ʔ ũ ⁵	⁵.⁵	tuᴸʔũᴴ	LH	D1	NA	durr1987preliminary
6487	MEZZANINE	26	SantaMariaPenolesMixtec	šítò	šítò	ʃ i ⁵ t o ¹	ʃ i ⁵ t o ¹	⁵.¹	tʃiᴸtoᴴ	LH	D1	NA	josserand1983mixtec
3516	CHILD (DESCENDANT)	103	SantaMariaPenolesMixtec	đéʔè	đéʔè	ð e ⁵ ʔ e ¹	ð e ⁵ ʔ e ¹	⁵.¹	saᴸʔjeᴴ	LH	D1	NA	josserand1983mixtec
14794	COLD	129	SantaMariaPenolesMixtec	ƀíšì̧	ƀíšì̧	β i ⁵ ʃ i ¹	β i ⁵ ʃ i ¹	⁵.¹	wiᴸtʃĩᴴ	LH	D1	NA	durr1987preliminary
14920	COLD	129	SantaMariaPenolesMixtec	ƀíšì	ƀíšì	β i ⁵ ʃ ĩ ¹	β i ⁵ ʃ ĩ ¹	⁵.¹	wiᴸtʃĩᴴ	LH	D1	NA	josserand1983mixtec
10754	COOKING POT	138	SantaMariaPenolesMixtec	kɨ́đɨ̀	kɨ́đɨ̀	k ɨ ⁵ ð ɨ ¹	k ɨ ⁵ ð ɨ ¹	⁵.¹	kɨᴸsɨᴴ	LH	D1	NA	josserand1983mixtec
3518	CROSS-SEX SIBLING	159	SantaMariaPenolesMixtec	kúʔà	kúʔà	k u ⁵ ʔ a ¹	k u ⁵ ʔ a ¹	⁵.¹	kuᴸʔwaᴴ	LH	D1	NA	durr1987preliminary
3554	EAR	194	SantaMariaPenolesMixtec	đóʔò	đóʔò	ð o ⁵ ʔ o ¹	ð o ⁵ ʔ o ¹	⁵.¹	soᴸʔoᴴ	LH	D1	NA	durr1987preliminary
4979	GOOD	286	SantaMariaPenolesMixtec	ƀáʔà	ƀáʔà	β a ⁵ ʔ a ¹	β a ⁵ ʔ a ¹	⁵.¹	waᴸʔaᴴ	LH	D1	NA	durr1987preliminary
16125	HEAVY	326	SantaMariaPenolesMixtec	ƀéè	ƀéè	β e ⁵ e ¹	β e ⁵ e ¹	⁵.¹	weᴸjiᴴ	LH	D1	NA	josserand1983mixtec
3532	MAN	414	SantaMariaPenolesMixtec	téè	téè	t e ⁵ e ¹	t e ⁵ e ¹	⁵.¹	teᴸjeᴴ	LH	D1	NA	josserand1983mixtec
4377	PIMPLE	529	SantaMariaPenolesMixtec	ⁿdɨ́ʔžɨ̀	ⁿdɨ́ʔžɨ̀	ⁿd ɨ ⁵ ʔ ʒ ɨ ¹	ⁿd ɨ ⁵ ʔ ʒ ɨ ¹	⁵.¹	ⁿdɨᴸʔjɨᴴ	LH	D1	NA	josserand1983mixtec
